,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
725,HUBC,HUB Cyber Security (Israel) Ltd.,10.52M,-1.83%,142034,73.04M
726,BLIN,"Bridgeline Digital, Inc.",10.42M,-0.97%,32293,15.56M
727,XTIA,Inpixon,10.24M,-27.43%,956051,12.46M
728,LEDS,SemiLEDs Corporation,9.61M,-0.34%,3356,5.93M
729,SGN,Signing Day Sports Inc.,9.54M,-0.40%,124311,222.22K
730,IDAI,T Stamp Inc.,9.51M,5.05%,704329,4.49M
731,EZFL,EZFill Holdings Inc.,9.39M,-2.40%,63544,22.38M
732,SLNH,"Soluna Holdings, Inc.",9.31M,-1.14%,217244,15.13M
733,WETG,"WeTrade Group, Inc.",9.19M,5.50%,7418,4.72M
734,WLDS,Wearable Devices Ltd.,9.17M,1.50%,63180,29.00K
735,ELWS,"Earlyworks Co., Ltd",9.02M,-14.60%,405310,313.97K
736,BOXL,Boxlight Corporation,8.86M,-17.54%,227918,176.72M
737,ISUN,"iSun, Inc.",8.82M,1.10%,263753,96.13M
738,SOBR,"SOBR Safe, Inc.",8.72M,-10.95%,94663,144.33K
739,JTAI,Jet.AI Inc.,8.64M,-21.35%,594635,29.90M
740,MIND,"MIND Technology, Inc.",8.29M,-4.24%,3865,38.72M
741,BLBX,Blackboxstocks Inc.,8.26M,-1.69%,1964,3.39M
742,MICS,"The Singing Machine Company, Inc.",8.09M,-1.69%,4424,29.05M
743,VHAI,Vocodia Holdings Corp,8.05M,-8.49%,1802530,156.61K
744,VISL,"Vislink Technologies, Inc.",8.02M,5.06%,2305,26.79M
745,JNVR,Janover Inc.,8.00M,-0.76%,7507,2.11M
746,IFBD,"Infobird Co., Ltd",7.98M,-,142530,2.93M
747,LYT,Lytus Technologies Holdings PTV. Ltd.,7.73M,4.65%,405457,19.39M
748,UAVS,"AgEagle Aerial Systems, Inc.",7.55M,-5.66%,298502,15.29M
749,QH,Quhuo Limited,7.40M,-4.76%,20020,510.07M
750,MOB,Mobilicom Ltd,7.38M,-6.57%,24079,1.32M
751,SCKT,"Socket Mobile, Inc.",7.32M,4.00%,11409,17.81M
752,INTZ,Intrusion Inc.,7.11M,-3.64%,209935,5.69M
753,OST,"Ostin Technology Group Co., Ltd.",6.86M,1.83%,55497,57.53M
754,MITQ,"Moving iMage Technologies, Inc.",6.53M,7.97%,57181,19.41M
755,OMQS,OMNIQ Corp.,6.41M,3.32%,22591,90.75M
756,GVP,"GSE Systems, Inc.",6.20M,-7.37%,43363,45.64M
757,AWIN,AERWINS Technologies Inc.,6.18M,-4.17%,153783,3.18M
758,SOPA,Society Pass Incorporated,5.84M,-4.39%,189688,9.14M
759,WAVD,"WaveDancer, Inc.",5.68M,4.61%,15616,8.55M
760,MRIN,Marin Software Incorporated,5.60M,2.74%,47525,17.73M
761,IMTE,Integrated Media Technology Limited,5.39M,-3.09%,1357,573.11K
762,AMST,Amesite Inc.,5.39M,-0.47%,7241,432.36K
763,VS,Versus Systems Inc.,5.28M,0.99%,3487,454.56K
764,VVPR,VivoPower International PLC,5.02M,-6.25%,7072,15.06M
765,CAMP,CalAmp Corp.,4.95M,-6.83%,48855,264.74M
766,NXTP,"NextPlay Technologies, Inc.",4.90M,-0.12%,33171,2.91M
767,TGL,Treasure Global Inc.,4.64M,-4.88%,43578,53.59M
768,VJET,voxeljet AG,4.13M,-9.82%,170942,29.61M
769,FRGT,"Freight Technologies, Inc.",3.91M,-7.50%,341771,19.68M
770,NTRP,NextTrip Inc.,3.89M,13.15%,4562,522.87K
771,CETX,"Cemtrex, Inc.",3.73M,-8.13%,12474,64.28M
772,ASNS,"Actelis Networks, Inc.",3.38M,4.71%,3688,7.12M
773,DATS,"DatChat, Inc.",3.33M,4.48%,57238,4.42K
774,PEGY,Pineapple Energy Inc.,3.31M,-2.93%,3044698,73.79M
775,VERB,"Verb Technology Company, Inc.",3.25M,-7.19%,525719,4.41M
776,WTO,UTime Limited,2.88M,3.56%,34019,21.55M
777,OBLG,"Oblong, Inc.",2.72M,-4.38%,137332,4.29M
778,PRSO,Peraso Inc.,2.32M,4.88%,86246,15.80M
779,AUUD,Auddia Inc.,2.30M,-6.18%,9674836,-
780,TAOP,Taoping Inc.,2.29M,-0.86%,30972,27.77M
781,WISA,"WiSA Technologies, Inc.",1.87M,-6.88%,33699647,2.58M
782,MYSZ,"My Size, Inc.",1.79M,-3.64%,5886,6.69M
783,SYTA,Siyata Mobile Inc.,1.78M,-2.83%,6156,8.47M
784,XTKG,X3 Holdings Co Ltd.,1.46M,-9.41%,208089,10.05M
785,ASTI,"Ascent Solar Technologies, Inc.",1.27M,4.04%,376162,458.26K
786,BCAN,BYND Cannasoft Enterprises Inc.,1.11M,-10.77%,44460982,1.11M
